generacion,hipervolumen,id_solucion,delta_ttv,num_cortes,calles_cortadas,aristas_cortadas
12,25651630.3860,1,1612323.41,3,5a Avenida SE | (sin nombre: 5035807331-5035807341) | Boulevard Cuarto Centenario,2287106082-2287106085-0; 5035807331-5035807341-0; 4716520193-1689601659-0
12,25651630.3860,2,12082497.95,5,1a Calle SE | 5a Avenida SE | Boulevard Cuarto Centenario | (sin nombre: 8829885443-585133715) | (sin nombre: 3154770181-1736373095),1681021070-2287106082-0; 2287106073-2287106082-0; 4177205819-4177220675-0; 8829885443-585133715-0; 3154770181-1736373095-0
13,27674736.5429,0,11956809.03,4,1a Calle SE | 5a Avenida SE | Boulevard Cuarto Centenario | 1a Avenida NE,1681021070-2287106082-0; 2287106073-2287106082-0; 4177205817-4177220670-0; 521416651-4147726435-0
13,27674736.5429,1,3333329.67,3,Boulevard Roberto Romero Larios | Boulevard Cuarto Centenario | (sin nombre: 3391839073-1681023824),1681023745-4147792494-0; 1689601659-2347139656-0; 3391839073-1681023824-0
13,27674736.5429,2,12384597.85,5,1a Avenida SO | 1a Calle SE | 5a Avenida SE | Boulevard Cuarto Centenario | 1a Avenida SE,1681021102-1681021088-0; 1681021070-2287106082-0; 2287106073-2287106082-0; 3343104922-2347139626-0; 521417211-1681021113-0
14,28475837.9280,0,11956809.03,4,1a Calle SE | 5a Avenida SE | Boulevard Cuarto Centenario | 1a Avenida NE,1681021070-2287106082-0; 2287106073-2287106082-0; 4177205817-4177220670-0; 521416651-4147726435-0
14,28475837.9280,1,3333329.67,3,Boulevard Roberto Romero Larios | Boulevard Cuarto Centenario | (sin nombre: 3391839073-1681023824),1681023745-4147792494-0; 1689601659-2347139656-0; 3391839073-1681023824-0
14,28475837.9280,2,13185699.23,5,1a Calle SO | 1a Calle SE | 5a Avenida SE | (sin nombre: 5035807331-5035807341) | 6a Calle NO,1681021104-2287109250-0; 1681021070-2287106082-0; 2287106073-2287106082-0; 5035807331-5035807341-0; 2347139875-4177205822-0
15,52231764.0742,0,3333329.67,3,Boulevard Roberto Romero Larios | Boulevard Cuarto Centenario | (sin nombre: 3391839073-1681023824),1681023745-4147792494-0; 1689601659-2347139656-0; 3391839073-1681023824-0
15,52231764.0742,1,24449217.20,4,"1a Calle SO | 1a Avenida SO | 3a Calle NE, Puente del Barrio Suyapa | Carretera a El Volcán",2287109250-1681021088-0; 1681021102-1681021088-0; 12121728925-12121728919-0; 11904797221-1681023792-0
16,52448068.6789,0,24449217.20,4,"1a Calle SO | 1a Avenida SO | 3a Calle NE, Puente del Barrio Suyapa | Carretera a El Volcán",2287109250-1681021088-0; 1681021102-1681021088-0; 12121728925-12121728919-0; 11904797221-1681023792-0
16,52448068.6789,1,24470608.17,5,"1a Calle SO | 1a Avenida SO | 5a Avenida SE | 3a Calle NE, Puente del Barrio Suyapa | Carretera a El Volcán",2287109250-1681021088-0; 1681021102-1681021088-0; 2287106073-2287106082-0; 12121728925-12121728919-0; 11904797221-1681023792-0
16,52448068.6789,2,3528243.30,3,Boulevard Roberto Romero Larios | Boulevard Cuarto Centenario | (sin nombre: 3391839073-1681023824),5035807334-3736620999-0; 1689601659-2347139656-0; 3391839073-1681023824-0
17,52448068.6789,0,24449217.20,4,"1a Calle SO | 1a Avenida SO | 3a Calle NE, Puente del Barrio Suyapa | Carretera a El Volcán",2287109250-1681021088-0; 1681021102-1681021088-0; 12121728925-12121728919-0; 11904797221-1681023792-0
17,52448068.6789,1,24470608.17,5,"1a Calle SO | 1a Avenida SO | 5a Avenida SE | 3a Calle NE, Puente del Barrio Suyapa | Carretera a El Volcán",2287109250-1681021088-0; 1681021102-1681021088-0; 2287106073-2287106082-0; 12121728925-12121728919-0; 11904797221-1681023792-0
17,52448068.6789,2,3528243.30,3,Boulevard Roberto Romero Larios | Boulevard Cuarto Centenario | (sin nombre: 3391839073-1681023824),5035807334-3736620999-0; 1689601659-2347139656-0; 3391839073-1681023824-0
18,52612190.8595,0,24449217.20,4,"1a Calle SO | 1a Avenida SO | 3a Calle NE, Puente del Barrio Suyapa | Carretera a El Volcán",2287109250-1681021088-0; 1681021102-1681021088-0; 12121728925-12121728919-0; 11904797221-1681023792-0
18,52612190.8595,1,3528243.30,3,Boulevard Roberto Romero Larios | Boulevard Cuarto Centenario | (sin nombre: 3391839073-1681023824),5035807334-3736620999-0; 1689601659-2347139656-0; 3391839073-1681023824-0
18,52612190.8595,2,24634730.35,5,"1a Calle SO | 1a Avenida SO | 1a Calle SE | Antigua Carretera del Norte | 3a Calle NE, Puente del Barrio Suyapa",2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2347139702-0; 5391123447-5391123448-0; 12121728925-12121728919-0
19,53246919.2491,0,24449217.20,4,"1a Calle SO | 1a Avenida SO | 3a Calle NE, Puente del Barrio Suyapa | Carretera a El Volcán",2287109250-1681021088-0; 1681021102-1681021088-0; 12121728925-12121728919-0; 11904797221-1681023792-0
19,53246919.2491,1,25060122.89,5,1a Calle SO | 1a Avenida SO | 1a Calle SE | (sin nombre: 5035807331-5035807341) | Boulevard Cuarto Centenario,2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2347139702-0; 5035807331-5035807341-0; 4024691690-4177205826-0
19,53246919.2491,2,3737579.16,3,5a Avenida SE | Boulevard Cuarto Centenario | (sin nombre: 3391839073-1681023824),2287106082-2287106085-0; 1689601659-2347139656-0; 3391839073-1681023824-0
20,53801000.1589,0,25060122.89,5,1a Calle SO | 1a Avenida SO | 1a Calle SE | (sin nombre: 5035807331-5035807341) | Boulevard Cuarto Centenario,2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2347139702-0; 5035807331-5035807341-0; 4024691690-4177205826-0
20,53801000.1589,1,3737579.16,3,5a Avenida SE | Boulevard Cuarto Centenario | (sin nombre: 3391839073-1681023824),2287106082-2287106085-0; 1689601659-2347139656-0; 3391839073-1681023824-0
20,53801000.1589,2,25003298.11,4,1a Calle SO | 1a Avenida SO | (sin nombre: 5035807331-5035807341) | Boulevard Cuarto Centenario,2287109250-1681021088-0; 1681021102-1681021088-0; 5035807331-5035807341-0; 4024691690-4177205826-0
21,57543712.3847,0,3737579.16,3,5a Avenida SE | Boulevard Cuarto Centenario | (sin nombre: 3391839073-1681023824),2287106082-2287106085-0; 1689601659-2347139656-0; 3391839073-1681023824-0
21,57543712.3847,1,25003298.11,4,1a Calle SO | 1a Avenida SO | (sin nombre: 5035807331-5035807341) | Boulevard Cuarto Centenario,2287109250-1681021088-0; 1681021102-1681021088-0; 5035807331-5035807341-0; 4024691690-4177205826-0
21,57543712.3847,2,28356019.90,5,1a Calle SO | 1a Avenida SO | Boulevard Cuarto Centenario | Antigua Carretera del Norte | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 5235750594-521413345-0; 826485101-5035807331-0; 1681023824-3391839073-0
21,57543712.3847,3,446815.21,2,1a Calle SO | Boulevard Cuarto Centenario,2287109250-1681021088-0; 4024691690-4177205826-0
22,60536964.7755,0,3737579.16,3,5a Avenida SE | Boulevard Cuarto Centenario | (sin nombre: 3391839073-1681023824),2287106082-2287106085-0; 1689601659-2347139656-0; 3391839073-1681023824-0
22,60536964.7755,1,28356019.90,5,1a Calle SO | 1a Avenida SO | Boulevard Cuarto Centenario | Antigua Carretera del Norte | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 5235750594-521413345-0; 826485101-5035807331-0; 1681023824-3391839073-0
22,60536964.7755,2,446815.21,2,1a Calle SO | Boulevard Cuarto Centenario,2287109250-1681021088-0; 4024691690-4177205826-0
22,60536964.7755,3,27996550.50,4,1a Calle SO | 1a Avenida SO | (sin nombre: 1681023824-3391839073) | Boulevard Cuarto Centenario,2287109250-1681021088-0; 1681021102-1681021088-0; 1681023824-3391839073-0; 4024691696-4024691690-0
23,80548375.0280,0,28356019.90,5,1a Calle SO | 1a Avenida SO | Boulevard Cuarto Centenario | Antigua Carretera del Norte | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 5235750594-521413345-0; 826485101-5035807331-0; 1681023824-3391839073-0
23,80548375.0280,1,446815.21,2,1a Calle SO | Boulevard Cuarto Centenario,2287109250-1681021088-0; 4024691690-4177205826-0
23,80548375.0280,2,27996550.50,4,1a Calle SO | 1a Avenida SO | (sin nombre: 1681023824-3391839073) | Boulevard Cuarto Centenario,2287109250-1681021088-0; 1681021102-1681021088-0; 1681023824-3391839073-0; 4024691696-4024691690-0
23,80548375.0280,3,23748989.41,3,1a Calle SO | 1a Avenida SO | 0 Calle Este,2287109250-1681021088-0; 1681021102-1681021088-0; 1681021093-2287106073-0
24,81245238.6822,0,28356019.90,5,1a Calle SO | 1a Avenida SO | Boulevard Cuarto Centenario | Antigua Carretera del Norte | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 5235750594-521413345-0; 826485101-5035807331-0; 1681023824-3391839073-0
24,81245238.6822,1,27996550.50,4,1a Calle SO | 1a Avenida SO | (sin nombre: 1681023824-3391839073) | Boulevard Cuarto Centenario,2287109250-1681021088-0; 1681021102-1681021088-0; 1681023824-3391839073-0; 4024691696-4024691690-0
24,81245238.6822,2,23748989.41,3,1a Calle SO | 1a Avenida SO | 0 Calle Este,2287109250-1681021088-0; 1681021102-1681021088-0; 1681021093-2287106073-0
24,81245238.6822,3,1143678.87,2,"1a Calle SO | 3a Calle NE, Puente del Barrio Suyapa",2287109250-1681021088-0; 12121728925-12121728919-0
25,84040490.0421,0,28356019.90,5,1a Calle SO | 1a Avenida SO | Boulevard Cuarto Centenario | Antigua Carretera del Norte | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 5235750594-521413345-0; 826485101-5035807331-0; 1681023824-3391839073-0
25,84040490.0421,1,27996550.50,4,1a Calle SO | 1a Avenida SO | (sin nombre: 1681023824-3391839073) | Boulevard Cuarto Centenario,2287109250-1681021088-0; 1681021102-1681021088-0; 1681023824-3391839073-0; 4024691696-4024691690-0
25,84040490.0421,2,24405440.08,3,"1a Calle SO | 1a Avenida SO | 3a Calle NE, Puente del Barrio Suyapa",2287109250-1681021088-0; 1681021102-1681021088-0; 12121728925-12121728919-0
25,84040490.0421,3,3282479.56,2,Boulevard Cuarto Centenario | (sin nombre: 3391839073-1681023824),1689601659-2347139656-0; 3391839073-1681023824-0
26,84040490.0421,0,28356019.90,5,1a Calle SO | 1a Avenida SO | Boulevard Cuarto Centenario | Antigua Carretera del Norte | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 5235750594-521413345-0; 826485101-5035807331-0; 1681023824-3391839073-0
26,84040490.0421,1,27996550.50,4,1a Calle SO | 1a Avenida SO | (sin nombre: 1681023824-3391839073) | Boulevard Cuarto Centenario,2287109250-1681021088-0; 1681021102-1681021088-0; 1681023824-3391839073-0; 4024691696-4024691690-0
26,84040490.0421,2,24405440.08,3,"1a Calle SO | 1a Avenida SO | 3a Calle NE, Puente del Barrio Suyapa",2287109250-1681021088-0; 1681021102-1681021088-0; 12121728925-12121728919-0
26,84040490.0421,3,3282479.56,2,Boulevard Cuarto Centenario | (sin nombre: 3391839073-1681023824),1689601659-2347139656-0; 3391839073-1681023824-0
27,84120194.0889,0,28356019.90,5,1a Calle SO | 1a Avenida SO | Boulevard Cuarto Centenario | Antigua Carretera del Norte | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 5235750594-521413345-0; 826485101-5035807331-0; 1681023824-3391839073-0
27,84120194.0889,1,24405440.08,3,"1a Calle SO | 1a Avenida SO | 3a Calle NE, Puente del Barrio Suyapa",2287109250-1681021088-0; 1681021102-1681021088-0; 12121728925-12121728919-0
27,84120194.0889,2,3282479.56,2,Boulevard Cuarto Centenario | (sin nombre: 3391839073-1681023824),1689601659-2347139656-0; 3391839073-1681023824-0
27,84120194.0889,3,24405440.08,3,"1a Calle SO | 1a Avenida SO | 3a Calle NE, Puente del Barrio Suyapa",2287109250-1681021088-0; 1681021102-1681021088-0; 12121728925-12121728919-0
27,84120194.0889,4,28076254.55,4,1a Calle SO | 1a Avenida SO | (sin nombre: 1681023824-3391839073) | Paseo Ronda La Alameda,2287109250-1681021088-0; 1681021102-1681021088-0; 1681023824-3391839073-0; 2287110338-11108461230-0
28,85175407.6381,0,28356019.90,5,1a Calle SO | 1a Avenida SO | Boulevard Cuarto Centenario | Antigua Carretera del Norte | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 5235750594-521413345-0; 826485101-5035807331-0; 1681023824-3391839073-0
28,85175407.6381,1,24405440.08,3,"1a Calle SO | 1a Avenida SO | 3a Calle NE, Puente del Barrio Suyapa",2287109250-1681021088-0; 1681021102-1681021088-0; 12121728925-12121728919-0
28,85175407.6381,2,24405440.08,3,"1a Calle SO | 1a Avenida SO | 3a Calle NE, Puente del Barrio Suyapa",2287109250-1681021088-0; 1681021102-1681021088-0; 12121728925-12121728919-0
28,85175407.6381,3,28076254.55,4,1a Calle SO | 1a Avenida SO | (sin nombre: 1681023824-3391839073) | Paseo Ronda La Alameda,2287109250-1681021088-0; 1681021102-1681021088-0; 1681023824-3391839073-0; 2287110338-11108461230-0
28,85175407.6381,4,4337693.10,2,(sin nombre: 1681023824-3391839073) | Boulevard Cuarto Centenario,1681023824-3391839073-0; 4177205826-4177205825-0
29,86205648.5672,0,28356019.90,5,1a Calle SO | 1a Avenida SO | Boulevard Cuarto Centenario | Antigua Carretera del Norte | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 5235750594-521413345-0; 826485101-5035807331-0; 1681023824-3391839073-0
29,86205648.5672,1,24405440.08,3,"1a Calle SO | 1a Avenida SO | 3a Calle NE, Puente del Barrio Suyapa",2287109250-1681021088-0; 1681021102-1681021088-0; 12121728925-12121728919-0
29,86205648.5672,2,24405440.08,3,"1a Calle SO | 1a Avenida SO | 3a Calle NE, Puente del Barrio Suyapa",2287109250-1681021088-0; 1681021102-1681021088-0; 12121728925-12121728919-0
29,86205648.5672,3,4337693.10,2,(sin nombre: 1681023824-3391839073) | Boulevard Cuarto Centenario,1681023824-3391839073-0; 4177205826-4177205825-0
29,86205648.5672,4,852912.65,1,"3a Calle NE, Puente del Barrio Suyapa",12121728925-12121728919-0
29,86205648.5672,5,24405440.08,3,"1a Calle SO | 1a Avenida SO | 3a Calle NE, Puente del Barrio Suyapa",2287109250-1681021088-0; 1681021102-1681021088-0; 12121728925-12121728919-0
29,86205648.5672,6,28253582.83,4,1a Calle SO | 1a Avenida SO | Antigua Carretera del Norte | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 826485101-5035807331-0; 1681023824-3391839073-0
30,86889897.5931,0,28356019.90,5,1a Calle SO | 1a Avenida SO | Boulevard Cuarto Centenario | Antigua Carretera del Norte | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 5235750594-521413345-0; 826485101-5035807331-0; 1681023824-3391839073-0
30,86889897.5931,1,24405440.08,3,"1a Calle SO | 1a Avenida SO | 3a Calle NE, Puente del Barrio Suyapa",2287109250-1681021088-0; 1681021102-1681021088-0; 12121728925-12121728919-0
30,86889897.5931,2,24405440.08,3,"1a Calle SO | 1a Avenida SO | 3a Calle NE, Puente del Barrio Suyapa",2287109250-1681021088-0; 1681021102-1681021088-0; 12121728925-12121728919-0
30,86889897.5931,3,852912.65,1,"3a Calle NE, Puente del Barrio Suyapa",12121728925-12121728919-0
30,86889897.5931,4,24405440.08,3,"1a Calle SO | 1a Avenida SO | 3a Calle NE, Puente del Barrio Suyapa",2287109250-1681021088-0; 1681021102-1681021088-0; 12121728925-12121728919-0
30,86889897.5931,5,28253582.83,4,1a Calle SO | 1a Avenida SO | Antigua Carretera del Norte | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 826485101-5035807331-0; 1681023824-3391839073-0
30,86889897.5931,6,5021942.13,2,"(sin nombre: 1681023824-3391839073) | 3a Calle NE, Puente del Barrio Suyapa",1681023824-3391839073-0; 12121728925-12121728919-0
30,86889897.5931,7,5021942.13,2,(sin nombre: 1681023824-3391839073) | (sin nombre: 3154921857-12121728925),1681023824-3391839073-0; 3154921857-12121728925-0
31,86889897.5931,0,28356019.90,5,1a Calle SO | 1a Avenida SO | Boulevard Cuarto Centenario | Antigua Carretera del Norte | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 5235750594-521413345-0; 826485101-5035807331-0; 1681023824-3391839073-0
31,86889897.5931,1,24405440.08,3,"1a Calle SO | 1a Avenida SO | 3a Calle NE, Puente del Barrio Suyapa",2287109250-1681021088-0; 1681021102-1681021088-0; 12121728925-12121728919-0
31,86889897.5931,2,24405440.08,3,"1a Calle SO | 1a Avenida SO | 3a Calle NE, Puente del Barrio Suyapa",2287109250-1681021088-0; 1681021102-1681021088-0; 12121728925-12121728919-0
31,86889897.5931,3,852912.65,1,"3a Calle NE, Puente del Barrio Suyapa",12121728925-12121728919-0
31,86889897.5931,4,24405440.08,3,"1a Calle SO | 1a Avenida SO | 3a Calle NE, Puente del Barrio Suyapa",2287109250-1681021088-0; 1681021102-1681021088-0; 12121728925-12121728919-0
31,86889897.5931,5,28253582.83,4,1a Calle SO | 1a Avenida SO | Antigua Carretera del Norte | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 826485101-5035807331-0; 1681023824-3391839073-0
31,86889897.5931,6,5021942.13,2,"(sin nombre: 1681023824-3391839073) | 3a Calle NE, Puente del Barrio Suyapa",1681023824-3391839073-0; 12121728925-12121728919-0
31,86889897.5931,7,5021942.13,2,(sin nombre: 1681023824-3391839073) | (sin nombre: 3154921857-12121728925),1681023824-3391839073-0; 3154921857-12121728925-0
32,86889897.5931,0,28356019.90,5,1a Calle SO | 1a Avenida SO | Boulevard Cuarto Centenario | Antigua Carretera del Norte | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 5235750594-521413345-0; 826485101-5035807331-0; 1681023824-3391839073-0
32,86889897.5931,1,24405440.08,3,"1a Calle SO | 1a Avenida SO | 3a Calle NE, Puente del Barrio Suyapa",2287109250-1681021088-0; 1681021102-1681021088-0; 12121728925-12121728919-0
32,86889897.5931,2,24405440.08,3,"1a Calle SO | 1a Avenida SO | 3a Calle NE, Puente del Barrio Suyapa",2287109250-1681021088-0; 1681021102-1681021088-0; 12121728925-12121728919-0
32,86889897.5931,3,852912.65,1,"3a Calle NE, Puente del Barrio Suyapa",12121728925-12121728919-0
32,86889897.5931,4,24405440.08,3,"1a Calle SO | 1a Avenida SO | 3a Calle NE, Puente del Barrio Suyapa",2287109250-1681021088-0; 1681021102-1681021088-0; 12121728925-12121728919-0
32,86889897.5931,5,28253582.83,4,1a Calle SO | 1a Avenida SO | Antigua Carretera del Norte | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 826485101-5035807331-0; 1681023824-3391839073-0
32,86889897.5931,6,5021942.13,2,"(sin nombre: 1681023824-3391839073) | 3a Calle NE, Puente del Barrio Suyapa",1681023824-3391839073-0; 12121728925-12121728919-0
32,86889897.5931,7,5021942.13,2,(sin nombre: 1681023824-3391839073) | (sin nombre: 3154921857-12121728925),1681023824-3391839073-0; 3154921857-12121728925-0
32,86889897.5931,8,24405440.08,3,"1a Calle SO | 1a Avenida SO | 3a Calle NE, Puente del Barrio Suyapa",2287109250-1681021088-0; 1681021102-1681021088-0; 12121728925-12121728919-0
33,86889897.5931,0,28356019.90,5,1a Calle SO | 1a Avenida SO | Boulevard Cuarto Centenario | Antigua Carretera del Norte | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 5235750594-521413345-0; 826485101-5035807331-0; 1681023824-3391839073-0
33,86889897.5931,1,24405440.08,3,"1a Calle SO | 1a Avenida SO | 3a Calle NE, Puente del Barrio Suyapa",2287109250-1681021088-0; 1681021102-1681021088-0; 12121728925-12121728919-0
33,86889897.5931,2,24405440.08,3,"1a Calle SO | 1a Avenida SO | 3a Calle NE, Puente del Barrio Suyapa",2287109250-1681021088-0; 1681021102-1681021088-0; 12121728925-12121728919-0
33,86889897.5931,3,852912.65,1,"3a Calle NE, Puente del Barrio Suyapa",12121728925-12121728919-0
33,86889897.5931,4,24405440.08,3,"1a Calle SO | 1a Avenida SO | 3a Calle NE, Puente del Barrio Suyapa",2287109250-1681021088-0; 1681021102-1681021088-0; 12121728925-12121728919-0
33,86889897.5931,5,28253582.83,4,1a Calle SO | 1a Avenida SO | Antigua Carretera del Norte | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 826485101-5035807331-0; 1681023824-3391839073-0
33,86889897.5931,6,5021942.13,2,"(sin nombre: 1681023824-3391839073) | 3a Calle NE, Puente del Barrio Suyapa",1681023824-3391839073-0; 12121728925-12121728919-0
33,86889897.5931,7,5021942.13,2,(sin nombre: 1681023824-3391839073) | (sin nombre: 3154921857-12121728925),1681023824-3391839073-0; 3154921857-12121728925-0
33,86889897.5931,8,24405440.08,3,"1a Calle SO | 1a Avenida SO | 3a Calle NE, Puente del Barrio Suyapa",2287109250-1681021088-0; 1681021102-1681021088-0; 12121728925-12121728919-0
33,86889897.5931,9,24405440.08,3,"1a Calle SO | 1a Avenida SO | 3a Calle NE, Puente del Barrio Suyapa",2287109250-1681021088-0; 1681021102-1681021088-0; 12121728925-12121728919-0
