generacion,hipervolumen,id_solucion,delta_ttv,num_cortes,calles_cortadas,aristas_cortadas
1,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
2,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
2,4301884.4116,1,-0.00,0,,
3,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
3,4301884.4116,1,-0.00,0,,
4,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
4,4301884.4116,1,-0.00,0,,
5,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
5,4301884.4116,1,-0.00,0,,
6,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
6,4301884.4116,1,-0.00,0,,
7,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
7,4301884.4116,1,-0.00,0,,
8,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
8,4301884.4116,1,-0.00,0,,
9,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
9,4301884.4116,1,-0.00,0,,
10,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
10,4301884.4116,1,-0.00,0,,
11,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
11,4301884.4116,1,-0.00,0,,
12,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
12,4301884.4116,1,-0.00,0,,
13,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
13,4301884.4116,1,-0.00,0,,
14,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
14,4301884.4116,1,-0.00,0,,
15,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
15,4301884.4116,1,-0.00,0,,
16,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
16,4301884.4116,1,-0.00,0,,
17,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
17,4301884.4116,1,-0.00,0,,
18,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
18,4301884.4116,1,-0.00,0,,
19,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
19,4301884.4116,1,-0.00,0,,
20,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
20,4301884.4116,1,-0.00,0,,
21,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
21,4301884.4116,1,-0.00,0,,
22,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
22,4301884.4116,1,-0.00,0,,
23,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
23,4301884.4116,1,-0.00,0,,
24,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
24,4301884.4116,1,-0.00,0,,
25,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
25,4301884.4116,1,-0.00,0,,
26,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
26,4301884.4116,1,-0.00,0,,
27,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
27,4301884.4116,1,-0.00,0,,
28,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
28,4301884.4116,1,-0.00,0,,
29,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
29,4301884.4116,1,-0.00,0,,
30,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
30,4301884.4116,1,-0.00,0,,
31,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
31,4301884.4116,1,-0.00,0,,
32,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
32,4301884.4116,1,-0.00,0,,
33,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
33,4301884.4116,1,-0.00,0,,
34,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
34,4301884.4116,1,-0.00,0,,
35,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
35,4301884.4116,1,-0.00,0,,
36,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
36,4301884.4116,1,-0.00,0,,
37,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
37,4301884.4116,1,-0.00,0,,
38,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
38,4301884.4116,1,-0.00,0,,
39,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
39,4301884.4116,1,-0.00,0,,
40,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
40,4301884.4116,1,-0.00,0,,
41,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
41,4301884.4116,1,-0.00,0,,
42,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
42,4301884.4116,1,-0.00,0,,
43,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
43,4301884.4116,1,-0.00,0,,
44,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
44,4301884.4116,1,-0.00,0,,
45,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
45,4301884.4116,1,-0.00,0,,
46,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
46,4301884.4116,1,-0.00,0,,
47,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
47,4301884.4116,1,-0.00,0,,
48,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
48,4301884.4116,1,-0.00,0,,
49,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
49,4301884.4116,1,-0.00,0,,
50,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
50,4301884.4116,1,-0.00,0,,
51,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
51,4301884.4116,1,-0.00,0,,
52,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
52,4301884.4116,1,-0.00,0,,
53,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
53,4301884.4116,1,-0.00,0,,
54,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
54,4301884.4116,1,-0.00,0,,
55,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
55,4301884.4116,1,-0.00,0,,
56,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
56,4301884.4116,1,-0.00,0,,
57,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
57,4301884.4116,1,-0.00,0,,
58,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
58,4301884.4116,1,-0.00,0,,
59,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
59,4301884.4116,1,-0.00,0,,
60,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
60,4301884.4116,1,-0.00,0,,
61,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
61,4301884.4116,1,-0.00,0,,
62,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
62,4301884.4116,1,-0.00,0,,
63,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
63,4301884.4116,1,-0.00,0,,
64,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
64,4301884.4116,1,-0.00,0,,
65,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
65,4301884.4116,1,-0.00,0,,
66,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
66,4301884.4116,1,-0.00,0,,
67,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
67,4301884.4116,1,-0.00,0,,
68,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
68,4301884.4116,1,-0.00,0,,
69,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
69,4301884.4116,1,-0.00,0,,
70,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
70,4301884.4116,1,-0.00,0,,
71,4301884.4116,0,4301884.41,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
71,4301884.4116,1,-0.00,0,,
