generacion,hipervolumen,id_solucion,delta_ttv,num_cortes,calles_cortadas,aristas_cortadas
6,52724548.0489,2,23941830.58,4,1a Calle SO | 1a Avenida SO | 1a Avenida SE | 1a Avenida SE,2287109250-1681021088-0; 1681021102-1681021088-0; 521417211-1681021113-0; 3200880275-1681021061-0
7,57076912.1002,0,4712984.74,3,1a Calle SO | (sin nombre: 1681023824-3391839073) | 9a Calle NO,2287109250-1681021088-0; 1681023824-3391839073-0; 521414481-521416651-0
7,57076912.1002,1,24104294.42,5,1a Calle SO | 1a Avenida SO | Boulevard Cuarto Centenario | Boulevard Roberto Romero Larios | Boulevard Roberto Romero Larios,2287109250-1681021088-0; 1681021102-1681021088-0; 2347139626-4716520193-0; 1681023805-1681023745-0; 5035807334-3736620999-0
7,57076912.1002,2,24005206.99,4,1a Calle SO | 1a Avenida SO | 6a Calle NO | 2a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0; 2347139875-4177205822-0; 4024691363-521417200-0
7,57076912.1002,3,4254425.96,2,1a Avenida SE | (sin nombre: 1681023824-3391839073),521417211-1681021113-0; 1681023824-3391839073-0
8,57444515.4655,0,24005206.99,4,1a Calle SO | 1a Avenida SO | 6a Calle NO | 2a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0; 2347139875-4177205822-0; 4024691363-521417200-0
8,57444515.4655,1,4254425.96,2,1a Avenida SE | (sin nombre: 1681023824-3391839073),521417211-1681021113-0; 1681023824-3391839073-0
8,57444515.4655,2,24310860.52,5,1a Calle SO | 1a Avenida SO | 5a Avenida SE | 1a Avenida SE | 1a Avenida SE,2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0; 521417211-1681021113-0; 3200880275-1681021061-0
8,57444515.4655,3,4874022.00,3,5a Avenida SE | (sin nombre: 5391123448-2347139512) | (sin nombre: 1681023824-3391839073),2287106082-2287106085-0; 5391123448-2347139512-0; 1681023824-3391839073-0
9,61231657.1322,0,4254425.96,2,1a Avenida SE | (sin nombre: 1681023824-3391839073),521417211-1681021113-0; 1681023824-3391839073-0
9,61231657.1322,1,4874022.00,3,5a Avenida SE | (sin nombre: 5391123448-2347139512) | (sin nombre: 1681023824-3391839073),2287106082-2287106085-0; 5391123448-2347139512-0; 1681023824-3391839073-0
9,61231657.1322,2,24163289.95,4,1a Calle SO | 1a Avenida SO | 5a Avenida SE | 0 Calle Oeste,2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0; 1689601656-1689601652-0
9,61231657.1322,3,27939919.22,5,1a Calle SO | 1a Avenida SO | 1a Calle SO | 6a Avenida SE | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 1681021104-2287109250-0; 2347139702-2287106068-0; 1681023824-3391839073-0
10,81589950.4394,0,24163289.95,4,1a Calle SO | 1a Avenida SO | 5a Avenida SE | 0 Calle Oeste,2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0; 1689601656-1689601652-0
10,81589950.4394,1,28632046.34,5,1a Calle SO | 1a Avenida SO | 1a Avenida SE | (sin nombre: 1681023824-3391839073) | (sin nombre: 3154921857-12121728925),2287109250-1681021088-0; 1681021102-1681021088-0; 521413186-2347139666-0; 1681023824-3391839073-0; 3154921857-12121728925-0
10,81589950.4394,2,4640097.07,2,5a Avenida SE | (sin nombre: 1681023824-3391839073),2287106082-2287106085-0; 1681023824-3391839073-0
10,81589950.4394,3,24154517.08,3,1a Calle SO | 1a Avenida SO | 5a Avenida SE,2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0
11,85416333.5394,0,28632046.34,5,1a Calle SO | 1a Avenida SO | 1a Avenida SE | (sin nombre: 1681023824-3391839073) | (sin nombre: 3154921857-12121728925),2287109250-1681021088-0; 1681021102-1681021088-0; 521413186-2347139666-0; 1681023824-3391839073-0; 3154921857-12121728925-0
11,85416333.5394,1,4640097.07,2,5a Avenida SE | (sin nombre: 1681023824-3391839073),2287106082-2287106085-0; 1681023824-3391839073-0
11,85416333.5394,2,24154517.08,3,1a Calle SO | 1a Avenida SO | 5a Avenida SE,2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0
11,85416333.5394,3,24154517.08,3,1a Calle SO | 1a Avenida SO | 5a Avenida SE,2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0
11,85416333.5394,4,27989673.05,4,1a Calle SO | 1a Avenida SO | Boulevard Roberto Romero Larios | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 1681023745-4147792494-0; 1681023824-3391839073-0
12,104524956.7481,0,28632046.34,5,1a Calle SO | 1a Avenida SO | 1a Avenida SE | (sin nombre: 1681023824-3391839073) | (sin nombre: 3154921857-12121728925),2287109250-1681021088-0; 1681021102-1681021088-0; 521413186-2347139666-0; 1681023824-3391839073-0; 3154921857-12121728925-0
12,104524956.7481,1,24154517.08,3,1a Calle SO | 1a Avenida SO | 5a Avenida SE,2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0
12,104524956.7481,2,24154517.08,3,1a Calle SO | 1a Avenida SO | 5a Avenida SE,2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0
12,104524956.7481,3,27989673.05,4,1a Calle SO | 1a Avenida SO | Boulevard Roberto Romero Larios | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 1681023745-4147792494-0; 1681023824-3391839073-0
12,104524956.7481,4,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
12,104524956.7481,5,24154517.08,3,1a Calle SO | 1a Avenida SO | 5a Avenida SE,2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0
12,104524956.7481,6,24154517.08,3,1a Calle SO | 1a Avenida SO | 5a Avenida SE,2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0
13,112597767.6521,0,24154517.08,3,1a Calle SO | 1a Avenida SO | 5a Avenida SE,2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0
13,112597767.6521,1,24154517.08,3,1a Calle SO | 1a Avenida SO | 5a Avenida SE,2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0
13,112597767.6521,2,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
13,112597767.6521,3,24154517.08,3,1a Calle SO | 1a Avenida SO | 5a Avenida SE,2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0
13,112597767.6521,4,24154517.08,3,1a Calle SO | 1a Avenida SO | 5a Avenida SE,2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0
13,112597767.6521,5,36355296.99,5,1a Calle SO | 1a Avenida SO | 5a Avenida SE | 1a Calle SE | Boulevard Roberto Romero Larios,2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0; 2287106082-2347139702-0; 1681023805-1681023745-0
13,112597767.6521,6,28339233.31,4,1a Calle SO | 1a Avenida SO | 5a Avenida SE | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0; 1681023824-3391839073-0
13,112597767.6521,7,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
13,112597767.6521,8,24154517.08,3,1a Calle SO | 1a Avenida SO | 5a Avenida SE,2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0
14,112597767.6521,0,24154517.08,3,1a Calle SO | 1a Avenida SO | 5a Avenida SE,2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0
14,112597767.6521,1,24154517.08,3,1a Calle SO | 1a Avenida SO | 5a Avenida SE,2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0
14,112597767.6521,2,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
14,112597767.6521,3,24154517.08,3,1a Calle SO | 1a Avenida SO | 5a Avenida SE,2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0
14,112597767.6521,4,24154517.08,3,1a Calle SO | 1a Avenida SO | 5a Avenida SE,2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0
14,112597767.6521,5,36355296.99,5,1a Calle SO | 1a Avenida SO | 5a Avenida SE | 1a Calle SE | Boulevard Roberto Romero Larios,2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0; 2287106082-2347139702-0; 1681023805-1681023745-0
14,112597767.6521,6,28339233.31,4,1a Calle SO | 1a Avenida SO | 5a Avenida SE | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0; 1681023824-3391839073-0
14,112597767.6521,7,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
14,112597767.6521,8,24154517.08,3,1a Calle SO | 1a Avenida SO | 5a Avenida SE,2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0
14,112597767.6521,9,24154517.08,3,1a Calle SO | 1a Avenida SO | 5a Avenida SE,2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0
14,112597767.6521,10,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
14,112597767.6521,11,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
15,117275672.4965,0,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
15,117275672.4965,1,28339233.31,4,1a Calle SO | 1a Avenida SO | 5a Avenida SE | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0; 1681023824-3391839073-0
15,117275672.4965,2,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
15,117275672.4965,3,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
15,117275672.4965,4,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
15,117275672.4965,5,27938822.94,3,1a Calle SO | 1a Avenida SO | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 1681023824-3391839073-0
15,117275672.4965,6,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
15,117275672.4965,7,28339233.31,4,1a Calle SO | 1a Avenida SO | 5a Avenida SE | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0; 1681023824-3391839073-0
15,117275672.4965,8,290766.22,1,1a Calle SO,2287109250-1681021088-0
15,117275672.4965,9,28339233.31,4,1a Calle SO | 1a Avenida SO | 5a Avenida SE | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0; 1681023824-3391839073-0
15,117275672.4965,10,36958129.75,5,"1a Calle SO | 1a Avenida SO | 5a Avenida SE | 1a Calle SE | 3a Calle NE, Puente del Barrio Suyapa",2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0; 2287106082-2347139702-0; 12121728925-12121728919-0
16,117275672.4965,0,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
16,117275672.4965,1,28339233.31,4,1a Calle SO | 1a Avenida SO | 5a Avenida SE | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0; 1681023824-3391839073-0
16,117275672.4965,2,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
16,117275672.4965,3,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
16,117275672.4965,4,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
16,117275672.4965,5,27938822.94,3,1a Calle SO | 1a Avenida SO | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 1681023824-3391839073-0
16,117275672.4965,6,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
16,117275672.4965,7,28339233.31,4,1a Calle SO | 1a Avenida SO | 5a Avenida SE | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0; 1681023824-3391839073-0
16,117275672.4965,8,290766.22,1,1a Calle SO,2287109250-1681021088-0
16,117275672.4965,9,28339233.31,4,1a Calle SO | 1a Avenida SO | 5a Avenida SE | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0; 1681023824-3391839073-0
16,117275672.4965,10,36958129.75,5,"1a Calle SO | 1a Avenida SO | 5a Avenida SE | 1a Calle SE | 3a Calle NE, Puente del Barrio Suyapa",2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0; 2287106082-2347139702-0; 12121728925-12121728919-0
16,117275672.4965,11,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
16,117275672.4965,12,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
16,117275672.4965,13,28339233.31,4,1a Calle SO | 1a Avenida SO | 5a Avenida SE | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0; 1681023824-3391839073-0
16,117275672.4965,14,27938822.94,3,1a Calle SO | 1a Avenida SO | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 1681023824-3391839073-0
16,117275672.4965,15,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
17,125237811.5616,0,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
17,125237811.5616,1,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
17,125237811.5616,2,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
17,125237811.5616,3,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
17,125237811.5616,4,27938822.94,3,1a Calle SO | 1a Avenida SO | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 1681023824-3391839073-0
17,125237811.5616,5,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
17,125237811.5616,6,290766.22,1,1a Calle SO,2287109250-1681021088-0
17,125237811.5616,7,36958129.75,5,"1a Calle SO | 1a Avenida SO | 5a Avenida SE | 1a Calle SE | 3a Calle NE, Puente del Barrio Suyapa",2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0; 2287106082-2347139702-0; 12121728925-12121728919-0
17,125237811.5616,8,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
17,125237811.5616,9,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
17,125237811.5616,10,27938822.94,3,1a Calle SO | 1a Avenida SO | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 1681023824-3391839073-0
17,125237811.5616,11,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
17,125237811.5616,12,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
17,125237811.5616,13,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
17,125237811.5616,14,27938822.94,3,1a Calle SO | 1a Avenida SO | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 1681023824-3391839073-0
17,125237811.5616,15,36301372.37,4,1a Calle SO | 1a Avenida SO | 5a Avenida SE | 1a Calle SE,2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0; 2287106082-2347139702-0
17,125237811.5616,16,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
17,125237811.5616,17,27938822.94,3,1a Calle SO | 1a Avenida SO | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 1681023824-3391839073-0
17,125237811.5616,18,290766.22,1,1a Calle SO,2287109250-1681021088-0
17,125237811.5616,19,36301372.37,4,1a Calle SO | 1a Avenida SO | 5a Avenida SE | 1a Calle SE,2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0; 2287106082-2347139702-0
18,132223877.0652,0,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
18,132223877.0652,1,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
18,132223877.0652,2,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
18,132223877.0652,3,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
18,132223877.0652,4,27938822.94,3,1a Calle SO | 1a Avenida SO | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 1681023824-3391839073-0
18,132223877.0652,5,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
18,132223877.0652,6,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
18,132223877.0652,7,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
18,132223877.0652,8,27938822.94,3,1a Calle SO | 1a Avenida SO | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 1681023824-3391839073-0
18,132223877.0652,9,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
18,132223877.0652,10,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
18,132223877.0652,11,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
18,132223877.0652,12,27938822.94,3,1a Calle SO | 1a Avenida SO | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 1681023824-3391839073-0
18,132223877.0652,13,36301372.37,4,1a Calle SO | 1a Avenida SO | 5a Avenida SE | 1a Calle SE,2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0; 2287106082-2347139702-0
18,132223877.0652,14,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
18,132223877.0652,15,27938822.94,3,1a Calle SO | 1a Avenida SO | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 1681023824-3391839073-0
18,132223877.0652,16,36301372.37,4,1a Calle SO | 1a Avenida SO | 5a Avenida SE | 1a Calle SE,2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0; 2287106082-2347139702-0
18,132223877.0652,17,4190102.66,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
18,132223877.0652,18,40044858.81,5,1a Calle SO | 1a Avenida SO | 5a Avenida SE | 1a Calle SE | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0; 2287106082-2347139702-0; 1681023824-3391839073-0
18,132223877.0652,19,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
18,132223877.0652,20,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
18,132223877.0652,21,27938822.94,3,1a Calle SO | 1a Avenida SO | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 1681023824-3391839073-0
18,132223877.0652,22,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
18,132223877.0652,23,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
18,132223877.0652,24,27938822.94,3,1a Calle SO | 1a Avenida SO | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 1681023824-3391839073-0
19,132223877.0652,0,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
19,132223877.0652,1,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
19,132223877.0652,2,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
19,132223877.0652,3,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
19,132223877.0652,4,27938822.94,3,1a Calle SO | 1a Avenida SO | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 1681023824-3391839073-0
19,132223877.0652,5,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
19,132223877.0652,6,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
19,132223877.0652,7,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
19,132223877.0652,8,27938822.94,3,1a Calle SO | 1a Avenida SO | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 1681023824-3391839073-0
19,132223877.0652,9,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
19,132223877.0652,10,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
19,132223877.0652,11,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
19,132223877.0652,12,27938822.94,3,1a Calle SO | 1a Avenida SO | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 1681023824-3391839073-0
19,132223877.0652,13,36301372.37,4,1a Calle SO | 1a Avenida SO | 5a Avenida SE | 1a Calle SE,2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0; 2287106082-2347139702-0
19,132223877.0652,14,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
19,132223877.0652,15,27938822.94,3,1a Calle SO | 1a Avenida SO | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 1681023824-3391839073-0
19,132223877.0652,16,36301372.37,4,1a Calle SO | 1a Avenida SO | 5a Avenida SE | 1a Calle SE,2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0; 2287106082-2347139702-0
19,132223877.0652,17,4190102.66,1,(sin nombre: 1681023824-3391839073),1681023824-3391839073-0
19,132223877.0652,18,40044858.81,5,1a Calle SO | 1a Avenida SO | 5a Avenida SE | 1a Calle SE | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 2287106082-2287106085-0; 2287106082-2347139702-0; 1681023824-3391839073-0
19,132223877.0652,19,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
19,132223877.0652,20,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
19,132223877.0652,21,27938822.94,3,1a Calle SO | 1a Avenida SO | (sin nombre: 1681023824-3391839073),2287109250-1681021088-0; 1681021102-1681021088-0; 1681023824-3391839073-0
19,132223877.0652,22,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
19,132223877.0652,23,23748720.28,2,1a Calle SO | 1a Avenida SO,2287109250-1681021088-0; 1681021102-1681021088-0
